28,45
23,5
48,14
16,36
48,35
16,29
25,25
7,7
7,21
29,21
4,24
6,15
31,38
50,9
10,12
11,18
38,50
26,30
14,16
2,43
28,38
25,29
26,4
43,13
30,22
43,34
36,37
50,30
41,39
3,46
29,14
22,46
18,28
45,20
34,5
49,2
2,47
29,34
5,39
16,24
38,16
8,29
9,19
47,41
30,43
13,18
35,42
31,10
7,21
6,30
22,15
35,45
25,40
42,18
43,38
38,39
4,3
32,48
17,30
24,36
7,10
3,8
20,32
49,28
20,49
33,28
2,28
34,29
50,43
32,18
46,3
25,2
45,21
6,24
27,25
3,22
18,10
35,34
26,29
46,50
36,36
24,9
35,30
8,18
23,16
38,7
11,42
37,34
42,25
9,4
8,29
12,27
11,37
48,47
39,24
13,10
34,44
15,30
24,10
31,14
37,3
39,6
47,4
45,45
22,47
3,15
48,8
50,16
46,3
6,40
26,50
38,1
19,11
17,26
10,28
33,4
17,27
50,31
1,7
16,25
28,27
46,17
24,4
42,26
8,16
32,38
33,5
22,48
21,8
5,31
11,17
2,21
46,13
31,49
10,41
27,18
27,42
48,48
44,38
43,49
9,32
40,33
2,13
23,11
38,24
20,18
9,32
26,40
39,25
3,4
12,11
7,22
24,8
20,24
17,33
7,10
6,43
23,40
2,28
1,19
3,38
44,4
14,23
43,44
26,11
15,32
48,4
17,9
20,50
27,27
15,15
7,19
35,23
20,41
9,31
15,36
18,25
27,35
44,1
35,14
27,2
21,22
28,22
25,10
4,29
34,17
39,13
14,43
37,21
43,11
10,4
6,37
10,43
27,19
1,10
20,35
39,40
33,42
10,30
35,33
47,49
39,18
50,31
12,23
19,10
13,2
49,12
32,32
37,27
35,29
45,42
4,18
5,28
48,35
32,17
20,35
22,4
48,46
21,42
46,13
34,10
42,41
30,24
11,5
34,41
12,43
40,13
46,38
7,33
11,40
46,21
22,48
47,31
42,9
17,24
35,40
43,38
12,48
29,18
3,46
14,36
30,19
22,29
26,1
28,15
14,46
13,5
27,2
47,2
7,49
7,26
4,44
14,12
20,10
45,48
31,28
34,21
45,35
9,13
49,24
48,38
16,39
44,17
43,9
47,16
31,11
26,39
7,9
20,50
4,20
15,38
28,33
9,33
47,21
10,1
23,42
16,47
6,31
27,48
47,47
31,2
34,40
23,16
1,42
13,13
8,41
49,41
26,43
29,29
21,4
15,4
35,19
38,38
33,24
48,42
8,1
46,3
1,2
40,49
7,38
47,11
17,36
31,4
6,21
32,19
47,23
50,5
23,35
47,31
43,22
10,35
44,24
36,37
5,35
42,4
38,24
25,12
28,45
47,3
24,43
26,50
48,18
12,38
47,3
29,7
28,8
39,40
12,47
40,10
16,10
30,22
35,43
13,37
40,2
10,16
19,21
24,31
16,41
17,1
39,30
45,11
26,49
7,31
7,46
35,30
33,40
38,45
18,47
22,16
24,42
50,28
34,24
2,41
21,6
16,44
10,22
24,35
9,40
30,15
40,20
26,32
49,6
41,13
1,3
44,27
12,13
11,38
8,24
10,12
1,44
25,13
43,25
3,3
31,27
49,5
46,15
14,45
29,38
19,34
49,42
4,21
26,42
19,45
34,19
22,37
45,25
13,3
6,5
29,20
14,38
49,28
19,47
12,5
12,37
37,47
40,47
19,23
43,24
22,18
24,21
17,6
4,41
22,20
46,44
5,25
10,9
22,34
28,13
8,31
18,25
9,42
41,21
28,45
45,26
37,42
27,1
49,47
43,18
8,37
5,49
28,50
46,38
19,9
29,46
21,6
26,30
28,10
39,37
34,24
36,40
23,14
22,47
31,22
33,46
23,13
28,23
21,20
2,26
8,16
30,31
26,20
1,10
18,21
41,2
1,12
18,7
4,34
40,15
20,13
23,38
3,14
32,45
24,1
22,17
39,17
13,6
32,43
30,35
29,12
42,2
44,12
48,32
35,28
50,48
33,28
30,30
29,10
27,44
34,32
47,40
48,36
27,24
8,7
1,42
41,17
11,36
38,26
47,11
41,35
11,10
43,7
44,32
17,25
29,7
20,26
25,22
40,47
1,33
37,6
4,35
14,38
2,49
11,40
15,17
1,37
3,40
47,9
18,38
29,7
44,22
50,38
44,26
12,43
48,2
1,2
1,38
45,46
18,50
17,34
49,42
8,4
5,50
7,13
32,49
13,39
12,46
4,42
6,40
38,39
21,38
14,18
25,36
22,15
2,7
1,24
48,4
36,14
11,22
26,18
43,26
42,41
45,37
19,42
22,26
5,32
34,22
32,44
47,48
48,2
17,40
34,35
42,38
20,13
25,45
39,34
30,49
27,49
28,18
12,32
11,33
6,8
36,50
15,44
28,40
8,27
4,49
37,18
5,44
32,10
21,19
30,2
20,17
31,7
48,9
47,9
14,26
31,36
30,16
36,38
17,33
37,11
21,5
21,25
11,33
26,42
47,20
42,27
39,9
50,14
42,34
15,29
2,28
29,50
25,16
5,22
45,4
35,3
19,21
18,7
29,13
23,37
8,15
16,29
19,36
33,24
44,24
25,20
11,29
34,50
29,46
25,50
12,2
13,18
10,26
10,40
22,33
23,40
47,6
25,22
26,25
9,22
1,18
5,16
4,21
17,30
14,45
48,15
11,41
39,44
30,11
31,3
27,47
18,30
33,29
27,41
13,49
18,48
13,16
1,24
11,19
31,22
23,14
37,8
21,14
47,29
49,45
22,34
1,11
17,45
33,46
43,28
15,45
29,4
35,8
29,36
12,49
15,22
25,39
24,16
9,6
20,38
32,42
28,36
19,22
23,29
18,8
41,8
36,2
41,44
6,38
44,17
12,31
23,47
30,8
10,44
14,23
35,2
7,23
25,46
18,42
43,16
12,5
5,46
34,45
35,38
34,18
41,35
39,3
36,38
45,17
38,29
23,19
47,6
6,8
45,43
10,44
47,9
22,17
37,24
19,33
15,43
23,4
21,46
23,48
5,33
9,2
13,14
8,39
26,18
16,26
33,7
3,47
7,33
37,44
9,11
36,18
6,38
47,31
35,3
36,6
2,22
27,44
5,27
25,43
